bike,div_rank,gender_rank,overall_rank,run,swim,name
05:28:14,15,166,1174,04:04:51,01:03:23,"Worland, Jacinta 1254"
04:37:22,82,320,346,03:48:57,00:55:29,"O'Neill, Ben 2046"
05:49:04,244,1366,1787,04:55:21,01:22:21,"Aubonnet, Christophe 1086"
05:38:22,63,1216,1524,04:22:48,01:08:46,"Price, Ed 515"
06:15:30,179,1346,1754,04:11:52,01:29:11,"Zhang, Yu Xuan 2138"
04:55:42,100,707,773,03:57:27,01:01:47,"Casini, Riccardo 1024"
07:09:15,69,620,2249,06:24:10,01:56:51,"Reynolds, Ryan 2208"
04:46:02,--,--,--,--:--:--,00:56:45,"Lester, Carrie 3014"
04:53:28,183,945,1094,04:16:13,01:16:57,"Ossedat, Jerome 1501"
04:45:36,8,309,333,03:39:18,00:54:24,"Elstob, Sam 2391"
07:07:22,32,1526,2083,05:37:14,01:13:12,"Olderog, Mark 211"
04:57:18,69,571,615,03:45:30,00:57:50,"Thompson, Roger 1074"
04:29:51,30,119,130,03:28:27,00:58:51,"Ramali, Pascal 2127"
04:53:00,122,516,551,03:44:11,01:01:16,"Lenharo, Ariel 1734"
--:--:--,--,--,--,--:--:--,--:--:--,"Middleton, Steven 1414"
05:42:00,128,1170,1440,04:11:26,01:09:08,"Molina, Panter 626"
04:58:08,105,431,463,03:35:18,00:55:30,"Clemente, Bonieck 1809"
05:11:38,201,1100,1329,04:20:54,01:09:35,"Harsley, Stuart 902"
--:--:--,--,--,--,--:--:--,--:--:--,"Spillane, Linda 271"
07:15:59,7,585,2156,05:28:53,01:46:10,"Walters, Star 272"
04:51:40,69,608,655,03:44:20,01:09:32,"Blais, Vincent 2288"
07:20:30,28,1651,2282,07:04:57,01:38:33,"Pagliughi, Ken 150"
04:46:29,14,154,167,03:22:36,00:53:17,"Köhn, Silas 2255"
04:54:53,47,467,500,03:37:31,01:02:28,"Lack, Ian 910"
05:51:33,18,319,1553,04:24:13,01:06:46,"Saussus, Ophelie 2431"
06:34:39,51,489,1920,04:16:51,01:45:33,"Minagawa, Akiko 813"
05:49:41,24,227,1323,03:53:27,01:00:26,"French, Marsha 1223"
07:43:45,--,--,--,--:--:--,02:05:22,"Lim, Seok-Min 170"
04:53:31,--,--,--,--:--:--,00:58:21,"Jahn, Kirsty 3008"
04:39:26,126,803,890,04:20:51,01:07:10,"Ganser, Markus 975"
08:22:02,10,1545,2114,04:45:53,01:07:32,"Pease, Kyle 112"
05:23:23,202,1126,1363,04:14:02,01:14:54,"Hueber, Boris 1663"
05:25:29,3,287,1482,04:39:37,01:03:36,"Knibb, Leslie 539"
04:50:41,115,645,695,03:52:42,01:07:53,"Schulmeyer, Ingo 1512"
05:44:18,236,1300,1675,04:35:49,01:17:06,"Steele, Ben 1518"
05:45:32,219,1187,1469,04:10:42,01:05:23,"Shortte, Kelvin 941"
04:55:36,52,824,913,04:11:26,01:01:07,"Prigent, Jerome 781"
05:54:54,162,1377,1807,04:50:40,01:26:16,"Chafer, Andrew 733"
05:52:33,1,344,1610,04:19:49,01:21:10,"Daggett, Julia 351"
--:--:--,--,--,--,--:--:--,--:--:--,"Font Balduque, Leonor 2200"
04:33:56,10,103,113,03:20:54,00:59:09,"Goetz, Sami 2295"
05:58:33,60,349,1618,04:27:24,01:09:23,"Whittington, Cassie 1902"
05:17:08,171,833,928,03:42:13,01:08:18,"Adams, Chris 1712"
05:22:26,41,238,1364,04:11:23,01:18:58,"Farina, Lorena 1541"
05:32:46,50,274,1449,04:15:52,01:15:37,"Matricardi, Lauren 2158"
06:36:44,98,1355,1770,04:18:09,01:08:13,"Pasch, Philip 2231"
--:--:--,--,--,--,--:--:--,--:--:--,"Lehmann, Walter 991"
05:14:34,11,1133,1376,04:09:05,01:25:56,"Meuser, Christian 303"
04:59:48,120,512,547,03:26:35,01:11:34,"Sajulga, Felipe 1691"
04:50:50,12,241,263,03:20:01,01:00:29,"Burt, Nichloas 1022"
04:38:31,15,138,151,03:28:30,00:53:14,"Durey, Thomas 1397"
04:58:34,121,794,880,03:57:49,01:08:28,"Marsh, Scott 1130"
04:51:17,81,616,665,03:52:35,01:03:23,"Weeks, Tony 1082"
05:02:13,171,882,1000,04:22:39,00:51:50,"Mertins, Frank 1490"
--:--:--,--,--,--,--:--:--,00:58:10,"Perreault, Charles 1140"
05:56:32,239,1336,1741,04:27:22,01:21:28,"wei, Ge 1399"
06:04:35,58,1537,2101,06:53:18,01:15:20,"Tanaka, Nobuyuki 318"
--:--:--,--,--,--,--:--:--,00:57:18,"Alvarez Gomez, Ivan 1438"
04:59:40,86,990,1149,04:19:04,01:13:36,"Kaiv, Taavi 2302"
05:19:25,223,1204,1500,04:29:33,01:18:20,"Young, Jimi 958"
07:37:39,207,1631,2251,06:22:23,01:36:18,"Patel, Dixit 776"
06:01:11,172,1412,1881,05:09:56,01:16:56,"Millar, Garth 770"
05:39:48,80,1295,1664,04:49:13,01:13:36,"Pilcher, Steve 513"
--:--:--,--,--,--,--:--:--,02:20:35,"Barker, Roger 138"
05:13:56,9,67,777,03:51:40,00:53:15,"Renouf, Katherine 2341"
05:10:28,110,451,484,03:19:59,00:56:30,"Sébastien, BAILLOT 2096"
05:05:34,153,802,888,03:52:42,01:06:20,"Flanagan, Brendan 1342"
04:38:26,34,288,311,03:30:30,01:07:37,"Nicco, Henrique 2260"
05:27:08,38,276,1452,04:35:13,01:02:36,"Wood, Nicole 2333"
05:27:27,181,1020,1198,04:05:34,01:04:07,"Hori, Naoyuki 983"
05:03:17,201,1025,1205,04:12:17,01:19:22,"Esser, Kevin 1279"
04:29:11,21,91,98,03:24:48,00:58:04,"Ibert, Lasse 2033"
04:54:17,58,230,252,03:25:42,00:52:59,"Marci, Flander 2123"
04:52:12,117,492,525,03:49:39,00:54:31,"Arteche, Joao Arteche 1753"
06:21:28,3,1397,1850,04:45:56,01:17:17,"Pitman, Allan 175"
04:51:30,23,194,212,03:09:39,01:05:16,"Mercy, Tim 2258"
05:45:25,257,1436,1926,05:34:07,01:19:49,"Gildea, Scott 1106"
05:20:34,166,936,1081,04:01:28,01:01:41,"Neves, Goncalo 925"
04:51:29,29,211,229,03:20:21,00:55:21,"Auditore, Chris 1440"
06:46:01,96,539,2036,05:20:33,01:28:35,"Adkins, Elizabeth 1573"
--:--:--,--,--,--,--:--:--,--:--:--,"Godart, Olivier 1286"
05:46:09,19,327,1572,04:24:30,01:17:53,"Frähmcke, Nathalie 2441"
04:50:52,48,330,358,03:28:16,01:02:07,"Weber, Stephan 1432"
06:08:07,258,1443,1934,05:14:26,01:26:55,"Green, Mike 1108"
05:00:27,118,788,871,04:06:12,00:59:43,"Akiba, Noriyuki 875"
04:47:31,84,633,682,04:00:30,01:01:19,"Suraev, Vadim 946"
05:25:40,35,195,1248,04:14:43,01:00:51,"Manning, Hailey 1937"
04:41:22,60,421,453,03:47:28,01:01:33,"Mathys, Bart 1304"
04:57:13,133,627,676,03:36:14,01:13:50,"Larue, Bob 1980"
07:02:01,34,589,2166,06:16:06,01:26:34,"Horiba, Manami 2427"
04:35:58,14,256,278,03:39:27,01:00:10,"Pavoni, Ronan 928"
04:53:59,62,554,596,03:34:36,01:11:59,"Spraggins, Joe 2280"
04:47:36,55,249,271,03:20:42,01:06:14,"Dahlman, Jens 1810"
04:55:15,91,390,421,03:17:39,01:13:26,"Jose Gonzalvo, Albert 1730"
04:58:03,77,487,520,03:37:48,01:00:32,"González Alvarez, Jorge 1439"
04:31:47,3,74,80,03:12:24,01:02:20,"Brinkmann, Marc 1447"
07:05:16,282,1624,2242,06:13:46,02:04:03,"Domengeaux, Ryan 1096"
05:15:50,7,101,956,03:48:34,01:10:58,"Mckee, Rebecca 1187"
06:51:36,48,597,2185,06:25:47,01:32:15,"Seguin, Isabelle 581"
04:57:44,36,299,322,03:20:09,00:58:43,"Woog, David 2318"
04:49:52,53,221,242,03:19:20,01:00:50,"Gilden, Jacob 2029"
04:42:43,181,905,1035,04:30:26,01:05:15,"Stueckle, Wolfgang 1748"
05:58:36,79,395,1720,04:41:10,01:03:09,"Lepisto, Jenna 1555"
04:43:23,54,501,536,04:01:37,00:53:06,"Haglund, Fredrik 1039"
07:09:26,61,555,2073,05:11:49,01:28:43,"Johnson, Charlotte 853"
06:05:10,83,413,1765,04:35:20,01:16:04,"Guilloux Reynaud, Sonia 1547"
05:05:48,169,1070,1274,04:20:41,01:13:34,"Harms, Patrick 2109"
05:40:19,67,357,1633,04:34:17,01:19:59,"Ait Kabboura, Kiram 1574"
05:11:53,87,1026,1206,04:16:44,01:06:33,"Fewster, Michael 2248"
05:18:25,37,199,1258,04:15:54,01:07:44,"Saitch, Hannah 2194"
05:37:33,150,1303,1679,04:45:51,01:09:27,"Wallack, Neil 798"
04:55:30,18,564,607,03:31:06,01:13:02,"Schweighofer, Georg 637"
07:21:35,2,1232,1547,02:52:26,01:08:51,"Ahmed, Andaloussi 113"
04:36:07,38,272,294,03:35:39,01:03:07,"Carr, Zachary 1336"
06:57:04,224,1540,2106,05:29:17,01:31:08,"Goodall, Michael 1820"
05:00:32,152,884,1002,03:58:20,01:19:31,"Henz, Olivier 904"
06:20:56,40,1574,2161,06:44:02,01:32:00,"Storm, Michael 214"
04:53:54,--,--,--,--:--:--,00:58:24,"Pallant, Emma 3027"
04:42:12,43,174,191,03:29:43,00:55:02,"Kundel, Steffen 2077"
05:53:35,46,469,1880,05:00:35,01:35:20,"Nilsson, Åsa 859"
06:12:35,63,376,1677,04:17:45,01:11:35,"Bund, Sara 1930"
06:33:51,267,1520,2075,05:53:21,01:29:00,"Gronek, Scott 2476"
05:07:41,21,96,930,04:00:53,01:02:57,"Faulkenberry, Meghan 2147"
05:36:06,102,1426,1908,06:01:24,01:08:28,"Boyes, David 396"
05:08:54,9,77,832,03:53:04,01:00:42,"Lasalle, Ashley 1586"
04:36:35,166,1007,1172,04:49:28,01:06:10,"Hagberg, Markus 2031"
06:02:33,1,448,1839,05:03:26,01:11:54,"Lestrange, Missy 253"
04:45:36,136,656,709,03:56:25,01:09:12,"Beirl, Luke 2012"
04:47:43,137,590,634,03:55:37,01:01:23,"Lambert, Brian 1668"
06:04:31,211,1323,1713,04:24:56,01:19:01,"Calzado Peco, Francisco 1806"
06:25:55,115,1516,2065,05:42:29,01:33:33,"Colvard, John 428"
05:38:58,46,257,1408,04:11:52,01:08:39,"Gren, Malin 2201"
05:29:16,53,288,1484,04:25:44,01:12:28,"Hite, Amy 1551"
05:26:55,30,164,1166,04:04:44,01:00:38,"Deneen, Lindsey 1599"
05:52:07,191,1510,2057,06:44:01,01:09:12,"Hoots, Gregory 700"
07:09:33,63,575,2134,05:34:29,01:38:26,"Smith, Karen 842"
05:05:25,27,674,731,03:50:18,00:57:10,"Genans Boiteux, Richard 607"
06:07:08,249,1401,1858,05:03:14,01:10:02,"Van Loon, Cornee 1014"
05:54:16,31,271,1442,04:03:53,01:04:21,"Howle, Julie 1183"
07:17:14,45,583,2151,05:43:50,01:29:26,"Ledesma, Lisa 578"
04:54:37,111,630,679,03:56:44,00:59:03,"Marin Ginests, Marc 1411"
07:09:07,66,603,2200,06:10:01,01:35:23,"O'Flynn, Nancy 860"
04:49:50,57,385,416,03:32:10,01:03:37,"Sequera, Carlos 1422"
05:20:40,17,112,985,03:42:02,01:14:49,"Yost, Laura 1572"
--:--:--,--,--,--,--:--:--,--:--:--,"Gras-Thompson, Bernarda 1180"
04:46:53,9,409,440,03:45:56,00:55:27,"Martin, Nicolas 2414"
05:10:41,1,591,635,03:30:10,01:04:44,"Scheiring, Hermann 317"
04:30:57,13,82,89,03:15:08,01:03:24,"Larsen, Mikkel 1834"
04:19:48,14,14,14,02:58:04,00:50:48,"Wild, Ruedi 41"
04:59:07,--,--,--,--:--:--,00:55:15,"Gaspariau, Pierre 1344"
05:23:57,52,1186,1468,04:17:37,01:20:24,"Risteen, Peter 471"
04:36:38,35,149,162,03:23:07,01:00:33,"Ruiz, Salvador 2001"
06:11:31,22,385,1699,04:28:51,01:08:24,"Ellis, Taylor 2422"
05:42:03,70,1245,1571,04:21:35,01:22:20,"Marchiori, Thomas Marco 410"
04:58:20,41,769,852,03:43:48,01:22:15,"Jurgen, De Boever 654"
06:28:49,178,1442,1933,04:55:54,01:26:11,"Muirhead, Graeme 671"
05:49:16,44,246,1384,04:03:02,01:00:31,"Hancox, Lisa 1549"
05:00:58,146,757,835,04:03:26,00:58:04,"Hawkins, Todd 1291"
04:40:17,113,471,504,03:54:41,00:59:07,"Mingay, Scott 1988"
05:42:37,59,1202,1497,04:05:29,01:20:20,"Kraft, Manfred 407"
05:04:10,109,754,830,03:53:28,01:03:35,"West, Mitch 1083"
--:--:--,--,--,--,--:--:--,--:--:--,"Rice, Grant 2308"
06:16:38,186,1495,2025,05:57:02,01:08:48,"Nyhus, Greg 771"
05:40:50,42,240,1368,03:58:08,01:10:58,"Rollins, Emily 1564"
07:03:48,25,549,2061,05:34:57,01:11:16,"Vilanova, Claudia 362"
04:38:47,39,160,175,03:20:18,01:03:24,"Arkell, Rob 2011"
07:08:45,--,--,--,--:--:--,01:47:00,"Onozuka, Takashi 241"
06:07:20,269,1531,2090,06:35:43,01:24:10,"Warrington, Wayne 1171"
05:34:09,38,203,1265,03:59:22,01:08:20,"Young, Elaine 2172"
05:23:00,246,1383,1823,05:32:10,01:13:46,"Kapel, Anton 1117"
06:15:58,93,1371,1794,04:26:01,01:24:09,"Dandurand, Yves 458"
05:14:37,95,546,586,03:25:17,00:59:05,"Kawahara, Hayato 1348"
04:35:55,59,509,544,04:09:16,00:52:58,"Scymanski, Eliot 2234"
05:28:51,28,202,1263,03:58:09,01:14:57,"Courtois, Jeanne 2365"
05:55:28,190,1509,2056,06:22:36,01:29:59,"Schepis, Craig 789"
06:24:17,40,1437,1927,05:26:16,00:58:59,"Drake, Wolfgang 2405"
05:03:00,162,737,810,03:49:52,01:06:06,"Huß, Jörg 1727"
04:19:56,18,18,18,03:03:47,00:50:45,"Reed, Tim 51"
06:30:19,24,409,1756,04:09:27,01:20:26,"Swiatek, Erin 2453"
06:15:47,63,454,1852,04:57:35,01:11:18,"bikof, mania - maria 1201"
04:12:25,2,2,2,02:45:41,00:54:07,"Aernouts, Bart 16"
04:56:44,26,27,355,03:31:56,00:54:18,"Vesterby, Michelle 3020"
05:47:09,33,179,1199,03:47:04,01:00:30,"Wiltshire, Victoria 2183"
04:43:50,13,13,149,03:18:40,00:58:34,"Hufe, Mareen 3012"
05:13:58,225,1213,1520,04:45:18,01:13:41,"Schiott, Jacob 937"
05:35:51,181,1472,1980,06:27:02,01:07:05,"Onishi, Masayuki 629"
07:14:03,210,1659,2291,07:33:05,01:29:57,"Rautapuro, Petri 784"
05:16:22,23,942,1089,03:47:08,01:18:38,"Doyle, Christopher 430"
05:10:01,18,86,879,03:49:53,01:08:17,"Choo, Ling Err 2144"
05:53:29,12,256,1407,03:56:34,01:07:55,"Mickelson, Emma 2448"
04:49:59,33,232,254,03:16:41,01:06:23,"Omarsson, Geir 1361"
04:34:59,4,43,45,03:02:25,00:57:52,"Malone, Matthew 2043"
04:48:54,88,1062,1263,04:58:40,00:55:35,"Hryhoryeu, Mikita 2300"
05:15:50,19,88,900,03:42:50,01:11:58,"Low, Heather 2190"
05:39:19,21,153,1107,03:41:53,01:07:16,"Strack, Lucy 2377"
04:37:37,8,50,54,03:10:53,00:51:26,"Eddy, Neil 2070"
05:09:04,112,637,686,03:28:55,01:10:05,"Bilbao, Ovidio 1260"
04:39:35,14,77,83,03:08:53,00:59:21,"Ison, Matthew 1975"
04:53:43,36,1072,1277,04:22:56,01:20:18,"Lyon, Dave 468"
04:34:55,7,107,117,03:19:10,01:00:08,"Mettier, Stephane 1413"
05:51:22,64,455,1854,05:11:14,01:21:47,"Schoeni, Sandra 1213"
04:56:43,213,1171,1441,05:01:10,01:03:56,"Brandt, Russ 963"
06:20:16,261,1465,1964,05:19:14,01:24:33,"Ochoa, Humberto 1059"
06:04:11,68,477,1895,05:00:19,01:26:25,"Wei-Ting, Liu 1925"
05:06:10,89,1027,1207,04:20:08,01:07:31,"Wood, Gregory 687"
05:55:26,51,1482,2003,06:11:54,01:13:25,"Shane, Ray 305"
05:15:16,13,102,957,03:56:32,01:03:30,"Fuller, Deanna 1907"
04:47:49,152,810,897,04:18:19,01:01:45,"Kervarec, Franck 2037"
05:33:41,223,1199,1489,04:06:27,01:26:05,"Bacon, Robert 1386"
04:58:21,98,415,446,03:21:53,01:09:58,"Buchli, Philipp 1805"
05:03:09,161,1369,1790,05:44:35,01:16:18,"Ehrke, Nils 695"
04:47:00,34,735,808,04:08:40,01:04:56,"McCormack, Walter 623"
06:51:31,262,1576,2163,05:46:24,02:01:37,"Bonds, John 1446"
04:56:55,110,628,677,03:43:38,01:04:43,"Hunger, Merv 1474"
05:16:39,20,137,1054,03:47:44,01:14:38,"Van Loo-Born, Beate 1948"
05:41:56,84,1314,1697,04:38:31,01:22:00,"Ortiz, Vincent 414"
05:21:19,12,294,1494,04:30:52,01:15:35,"Sanner, Kim 818"
05:05:22,130,1183,1465,04:48:31,01:06:27,"Weber, Oliver 644"
07:03:17,74,564,2100,05:37:09,01:28:35,"johnson, alec 1241"
05:10:57,28,1006,1170,04:14:01,01:07:58,"Geiger, Thomas 493"
04:48:42,125,535,573,03:49:45,00:59:02,"Morton, Jon 1678"
05:01:19,195,1060,1260,04:32:27,01:04:23,"Mcbeath, Lucas 1739"
05:14:28,160,830,925,03:49:46,01:04:47,"Stricker, Marc Roger 1424"
07:20:34,65,1590,2189,06:04:27,01:31:21,"Groffsky, Jeffrey 325"
--:--:--,--,--,--,--:--:--,--:--:--,"Wright, Jordy 2092"
05:13:41,147,866,973,03:50:58,01:09:04,"Bampanikas, Vasileios 961"
05:57:18,45,1417,1891,05:10:39,01:29:20,"Davis, Michael 294"
05:05:59,78,294,317,03:05:16,01:01:21,"Snapp, Ryan 2003"
05:10:35,229,1258,1594,05:06:42,01:10:16,"Debaere, Steven 1395"
07:16:51,205,1621,2239,06:05:13,02:01:37,"Hoo, Wilson 752"
05:00:21,106,600,644,03:31:25,01:12:47,"Kongsted, Søren 1408"
04:51:26,2,411,442,03:30:12,01:07:24,"Schmatz, Wolfgang 447"
07:01:57,124,1611,2219,06:38:10,01:28:23,"Harrison, Paul 495"
04:35:10,126,547,587,04:01:26,01:05:24,"Hill, Scott 1661"
04:56:43,1,32,448,03:29:50,01:05:06,"Kortekaas, Tessa 2156"
05:10:59,81,984,1143,03:55:14,01:20:17,"Christensen, Niels Christian Smed 734"
05:33:37,37,275,1451,04:18:34,01:08:41,"Janssen, Elien 2354"
06:18:55,59,371,1666,04:06:50,01:14:44,"Ozcelik, Sedef 2191"
04:45:11,92,672,729,04:00:47,01:04:54,"Priglinger, Thomas 1001"
06:14:47,9,382,1695,04:10:06,01:23:47,"Davidson, Jackie 534"
05:25:47,19,128,1029,03:44:18,01:09:45,"Stormo, Trude 1899"
06:30:51,10,1534,2094,06:11:19,01:21:27,"Evensen, Even 153"
04:56:43,18,659,713,03:30:28,01:23:59,"Bowman-Shaw, Rory 2403"
05:06:40,125,798,884,03:41:08,01:17:17,"Bellet, Laurent 1021"
04:36:25,6,70,76,03:15:07,00:56:22,"Halonen, Juha-Matti 2298"
05:14:08,111,761,841,03:49:41,00:59:25,"Saunders, Ben 936"
06:00:15,112,1470,1974,05:18:08,01:43:27,"Bissing, Mark 455"
05:55:42,7,1343,1750,04:45:48,01:13:02,"Robinson, Kim 243"
--:--:--,--,--,--,--:--:--,--:--:--,"Mckinney, Kimberley 2159"
07:09:58,79,608,2218,06:09:00,01:57:08,"Smith, Bethany 1251"
05:00:35,104,733,806,03:49:31,01:08:51,"Lowman, Brian 915"
04:31:13,61,235,257,03:28:36,01:11:51,"Lehtomaa, Mikael 2079"
05:19:55,13,74,812,03:40:06,01:02:20,"Grosvenor, Tara 2173"
--:--:--,--,--,--,--:--:--,--:--:--,"Lubarsky, Lisa 855"
04:49:22,21,21,238,03:24:27,00:58:29,"Deckers, Tine 3033"
05:22:35,90,1031,1215,03:44:46,01:29:21,"Therre, Holger 683"
04:43:28,16,140,153,03:11:29,01:05:22,"Frey, Manuel 1461"
05:11:11,16,127,1024,04:00:38,01:08:41,"Hunter, Ashleigh 2371"
05:42:15,49,272,1447,04:08:00,01:10:55,"Heneghan, Michelle 2174"
04:33:53,126,547,587,04:14:39,00:53:42,"Marcondes Ferraz Silva, Arthur 1746"
05:14:57,125,666,720,03:29:00,01:07:18,"Cesak, Dalibor 1392"
04:41:35,60,514,549,03:54:27,01:03:22,"Wiygul, John 2240"
04:49:19,4,4,50,02:57:38,00:52:06,"True, Sarah 3009"
06:31:58,65,587,2160,06:39:12,01:28:00,"De La Houssaye, Isabella 849"
04:40:42,74,597,641,03:56:13,01:08:18,"Schuster, Patrick 1153"
04:34:35,20,90,97,03:20:12,00:56:55,"Röhrken, Golo 2000"
06:25:44,26,472,1885,04:48:22,01:19:46,"Lafrance, Linda 576"
04:41:19,12,486,519,03:48:36,01:04:42,"Vogt, Philippe 2418"
08:14:53,--,--,--,--:--:--,01:46:38,"Haller, Gordon 101"
05:42:39,23,170,1183,03:52:13,01:01:12,"Lewerenz, Jessica 2338"
04:15:17,13,13,13,03:02:50,00:50:56,"Dreitz, Andreas 42"
06:07:37,51,363,1646,04:08:02,01:22:30,"Garcia, Gabriela 1239"
07:20:55,44,573,2127,05:38:03,01:21:56,"Shinoda, Noriko 582"
05:28:14,13,161,1156,03:54:13,01:10:52,"Derrick, Nicole 1184"
04:46:16,7,277,299,03:38:31,00:50:18,"Noble, Caleb 2400"
04:46:22,12,69,74,02:57:24,01:01:42,"Chevalier, Benoit 2020"
05:31:25,92,1370,1791,05:04:31,01:31:43,"Doerks, Henry 459"
05:07:09,3,36,554,03:25:33,01:06:08,"Dezerega, Pierangela 2146"
06:08:39,38,1570,2154,06:59:37,01:23:27,"Cook, Bruce 198"
05:54:48,4,301,1507,03:52:29,01:22:37,"Mckinnon, Maxine 564"
04:42:02,1,130,141,03:21:19,00:56:06,"Brümmer, Carl 652"
05:37:53,14,263,1422,04:12:25,01:07:53,"Ichikawa, Ayu 2443"
05:09:05,84,994,1154,04:08:33,01:13:44,"Papanikolaou, Konstantinos 709"
07:14:56,47,1664,2299,07:57:14,01:17:25,"Suzuki, Masaru 246"
05:57:45,225,1227,1541,04:10:57,01:11:17,"Oishi, Jefferson 1500"
04:49:20,57,254,276,03:17:05,01:06:15,"Housham, Fred 1826"
04:59:53,187,961,1116,04:29:32,00:57:53,"Christenson, B.J. 1268"
06:32:47,35,431,1808,04:13:12,01:20:51,"Matsui, Yoko 828"
04:43:44,64,286,308,03:28:24,01:03:46,"Jenkins, Nikolai 1665"
05:04:09,185,1030,1214,04:23:37,01:09:08,"Svoboda, Marek 947"
06:34:49,89,458,1859,04:28:58,01:18:06,"Allott, Juanita 1610"
06:37:12,72,558,2085,05:25:02,01:53:31,"Longman, Christina 1934"
05:39:49,32,178,1197,03:55:37,01:00:23,"Stoveld, Kimberly 2167"
05:25:28,--,--,--,--:--:--,01:21:21,"Deschenes, Alain 221"
05:30:05,14,311,1530,04:41:04,01:06:15,"Pizzini, Mina 863"
05:27:16,226,1215,1523,04:36:10,01:12:01,"Delamora, Sergai 971"
04:59:29,160,914,1050,04:12:19,01:09:35,"Linge, Fredrik 2121"
04:44:59,29,38,565,03:58:25,00:58:33,"Huetthaler, Lisa 3030"
05:14:40,100,1418,1894,06:08:09,01:13:18,"Dauber, Paul 2457"
04:52:26,146,669,725,03:54:52,01:03:12,"Tkac, Daniel 1867"
05:21:01,23,146,1082,04:00:14,01:03:12,"Milner-Olsen, Ngarama 1912"
04:34:12,33,148,161,03:26:04,01:01:48,"Arranz , Jose 1638"
05:26:55,215,1137,1381,04:07:51,01:15:21,"Rohde, Mark 1368"
04:54:42,70,577,621,03:42:57,01:07:36,"Michovsky, Petr 923"
05:17:01,13,106,970,03:59:20,01:00:33,"Rawes, Josie 2358"
05:09:53,35,745,821,03:29:40,01:18:42,"Regnier, Philip 633"
05:13:13,76,964,1119,04:09:54,01:04:58,"Lemmetty, Jari 761"
05:09:31,48,801,887,03:44:49,01:09:28,"Gonzalez, Rodrigo 609"
04:50:47,106,433,465,03:42:58,00:58:11,"Westermark, Daniel 1709"
06:21:45,77,390,1712,04:25:53,01:01:38,"Keenan, Rebecca 1623"
05:04:05,131,553,595,03:36:48,01:02:51,"Fleming, Bradley 1721"
05:15:51,222,1198,1488,04:35:32,01:12:45,"Schaar, Martin 1421"
05:24:55,18,118,999,03:47:34,01:05:39,"Crum, Erin 1617"
04:45:40,86,638,688,04:02:50,01:02:31,"Thorsteinsson, Vidar 1165"
04:45:59,128,806,893,04:17:58,01:03:16,"Travis, Eric 1013"
04:46:09,50,335,364,03:38:13,00:58:33,"Müller, Jochen 1306"
06:35:00,28,1514,2063,05:43:28,01:30:49,"Dallinger, Tony 220"
06:20:18,53,538,2035,06:04:43,01:10:07,"Jacinth, Jillian 2326"
04:58:21,32,1153,1411,05:04:58,00:53:43,"Ishida, Ryo 2384"
07:09:35,40,552,2069,05:05:27,01:31:12,"Terada, Kaori 567"
04:49:05,87,639,689,03:54:43,01:04:50,"Marco, Montanari 1055"
05:13:52,74,959,1113,04:08:27,01:04:04,"Carne, Peter 600"
05:08:40,77,967,1122,04:06:55,01:09:28,"Canham, Roger 732"
06:01:29,178,1338,1743,04:49:32,01:09:17,"Fernandez Roman, Vicente Ramon 2106"
07:26:53,263,1594,2193,06:05:04,01:24:41,"Montanez, Angel 1492"
06:02:31,--,--,--,--:--:--,01:16:01,"Majors, Rachel 1556"
04:39:54,32,386,417,03:45:13,01:01:25,"Machado, Mário 1054"
--:--:--,--,--,--,--:--:--,--:--:--,"Swindle, Isaac 2132"
04:56:52,50,481,514,03:21:44,01:16:43,"Trzensiok, Martin 1076"
05:27:42,121,1146,1400,04:24:43,01:02:12,"Murray, Steve 672"
04:50:02,179,925,1067,04:04:20,01:26:10,"Redelinghuys, Daniel 1366"
04:50:32,200,1116,1352,05:01:40,00:59:20,"Adam, Anthony 1797"
04:55:42,138,658,712,03:47:22,01:05:58,"Jamieson, Dale 2035"
06:02:07,260,1455,1951,05:06:33,01:48:52,"Patel, Pankaj 1138"
04:55:27,80,981,1139,04:28:40,01:04:56,"Noll, Michael 627"
06:32:33,49,484,1911,04:44:41,01:24:02,"Paez, Claudia  Elena 830"
06:02:20,113,1477,1993,05:44:34,01:31:13,"Salas, Arturo 444"
--:--:--,--,--,--,--:--:--,02:25:11,"Lanuke, Maureen 191"
04:51:15,71,270,292,03:30:12,00:53:18,"King, Brett 1978"
05:29:48,58,338,1598,04:52:45,01:09:33,"Kuenzel, Leila 1886"
05:27:58,78,968,1124,03:53:00,01:04:33,"Holbrow, Guy 751"
04:35:22,3,38,40,03:00:08,00:57:56,"Marques, Sergio 1842"
05:43:22,44,467,1878,05:08:13,01:37:24,"Akerberg, Susanne 802"
06:26:15,62,437,1817,04:37:03,01:09:34,"Tomlinson, Lucy 1252"
04:59:23,175,859,962,04:06:40,01:11:17,"Ream, Jason 1688"
04:55:10,164,764,844,03:51:20,01:19:25,"Ampoulie, Yannick 1636"
07:01:19,34,516,1992,04:45:38,01:28:04,"Miho, Kano 554"
07:29:20,37,621,2253,06:27:41,01:22:51,"Frye, Laura 378"
04:27:26,27,28,29,03:07:29,00:50:46,"Mckenzie, Luke 31"
06:47:02,64,576,2140,05:54:59,01:37:08,"Minakata, Atsuko 829"
06:06:08,247,1386,1828,04:47:48,01:17:13,"Franks, Paul 1035"
05:46:38,2,239,1365,03:50:11,01:16:12,"Ward, June 544"
06:45:55,204,1604,2209,07:02:53,01:13:50,"Forster, Brett 743"
