"Name","div_rank","gender_rank","overall_rank","swim","bike","run"
"Vogelsang, Luca 2267","29","247","269","01:06:08","04:55:21","03:11:37"
"Ryan, Kelly 1945","--","--","--","--:--:--","--:--:--","--:--:--"
"Joyce, Steve 435","66","1226","1539","01:16:47","05:30:26","04:30:44"
"Bonde, Line 2420","5","119","1005","01:08:10","05:06:44","04:04:36"
"Boehmer, Briana Noelle 1534","--","--","--","01:03:19","05:05:52","--:--:--"
"Bramley, Kate 2186","20","90","916","01:02:56","05:23:01","03:46:24"
"Orlowski, Jean 773","--","--","--","--:--:--","--:--:--","--:--:--"
"Allen, Mats 2242","82","852","952","00:53:13","04:49:33","04:33:35"
"Bronholo, Alex 1804","166","771","854","01:11:39","05:06:45","03:46:55"
"Billyard, Mark 1956","149","759","837","00:53:07","05:03:29","04:01:37"
"Carlon, Fiona 2143","39","210","1292","01:00:22","05:29:21","04:15:07"
"Kovacs, Gabor 1731","51","225","247","00:58:27","04:38:47","03:33:21"
"Kobelin, Kayla 2424","6","157","1132","01:04:50","05:21:12","04:04:08"
"Kelly, Gary 987","164","933","1078","01:12:17","05:01:11","04:05:25"
"Aldegheri, Sergio 588","85","998","1159","01:08:31","05:17:10","04:04:58"
"Martin, Owen 918","19","304","328","01:05:57","04:41:39","03:24:28"
"Abedumdelima, Ernesto 395","76","1266","1609","01:20:52","05:29:45","04:35:35"
"Halkjær, Morten 1467","148","767","850","01:21:49","04:58:39","03:41:50"
"Jonker, Michiel 327","31","1290","1656","01:13:41","05:37:26","04:41:11"
"Ya-Ting, Chuang 2213","64","462","1870","01:34:59","06:26:14","04:24:52"
"Carr, Matthew 427","117","1550","2122","01:21:32","07:06:13","05:53:08"
"Meadway, Ginny 1888","31","175","1190","01:12:52","05:21:03","04:01:12"
"Mengel, Ann-Charlotte 260","20","637","2301","02:10:46","07:47:20","06:30:44"
"Tremblay, Ross 2315","70","612","661","01:08:48","04:59:12","03:37:38"
"Morales, Florencia 1558","8","75","817","01:08:08","05:36:01","03:17:38"
"Kiuru, Jukka 1407","137","721","792","01:11:00","04:54:00","03:53:50"
"Mccloskey, Siobhan 2429","10","222","1317","01:12:56","05:33:58","03:55:58"
"pacheco, santiago 775","105","1084","1295","00:57:26","05:06:05","04:40:52"
"Van Der Meer, Edo 2090","128","576","620","00:53:11","05:04:11","03:47:08"
"Finn, Sean 741","155","1322","1708","01:27:16","05:48:30","04:28:37"
"Slovenski, Charles 343","63","1572","2158","01:20:53","07:03:54","06:09:35"
"Sand, Cathrine Engelhardt 2450","15","267","1427","01:04:09","06:14:36","03:42:51"
"Armstrong, Michael 1085","228","1234","1550","01:21:01","05:48:40","04:05:29"
"Bader, Clara-Maria 2349","42","331","1576","01:03:26","05:56:35","04:27:34"
"Kitahara, Hideki 1482","128","675","733","01:03:47","04:58:53","03:49:06"
"Giblin, Daniel 494","111","1464","1963","01:37:03","06:26:15","05:00:20"
"Sebastiani, Eugenio 245","33","1530","2089","01:51:28","06:50:25","05:22:08"
"Bouché, David 1802","228","1584","2175","01:18:47","06:26:05","06:50:54"
"Kennedy, Ryan 1480","99","574","618","01:13:32","05:06:31","03:23:19"
"Mcmahon, Brent 17","--","--","--","00:50:30","04:29:49","--:--:--"
"Scovel, Shannon 2451","31","542","2040","00:57:05","07:26:53","05:14:49"
"Ahlert, David 648","126","1161","1428","01:17:09","05:29:52","04:10:48"
"Bradler, Claas 1874","75","329","357","00:56:26","04:50:17","03:33:14"
"Marinoni, Alberto 622","70","953","1105","01:13:29","04:56:58","04:16:18"
"Hermoso Diaz, Alberto 2223","18","170","185","00:53:15","04:46:05","03:26:40"
"Broehmer, Daniel 2404","28","1021","1200","01:06:54","05:14:52","04:11:34"
"Broder, Kathleen 183","10","636","2300","02:05:26","08:02:41","06:18:40"
"Wyllie, Benjamin 1380","56","383","413","00:55:46","04:46:54","03:41:12"
"Ma, Jonathan 2042","162","938","1084","00:58:48","05:32:42","03:49:45"
"Rudolph-Meier, Marietheres 866","33","426","1799","01:22:56","06:11:18","04:36:50"
"Dillon, Darren 657","--","--","--","--:--:--","--:--:--","--:--:--"
"Greco, Antonino 1402","28","201","219","00:55:20","04:40:48","03:32:00"
"Anderton, Daniel 2271","48","397","428","01:04:00","05:01:48","03:21:52"
"Musmanno, Walter 1056","134","829","920","01:04:13","05:10:59","03:50:00"
"Krall, Alysha 2328","27","190","1232","01:26:40","05:26:59","03:46:54"
"Plews, Dan 1685","1","22","22","00:54:47","04:32:55","02:50:56"
"Heupel, Marketa 825","54","508","1979","01:29:54","06:36:26","05:00:13"
"Miffand, Jean-Luc 304","40","1361","1780","01:42:31","05:58:08","04:23:17"
"Henggeler, Daniel 903","36","419","451","01:03:34","04:53:12","03:32:10"
"Bollmann, Michelle 1904","5","63","752","01:11:48","05:08:51","03:36:18"
"Zawadzki, Artur 1330","89","529","567","01:06:05","04:45:52","03:45:54"
"Meier, Dominique 2227","51","416","447","01:03:46","04:54:44","03:31:35"
"Berggren, Alexander 2402","24","963","1118","00:49:41","05:10:10","04:30:09"
"Navjord, André Johnsen  2399","4","181","199","01:02:47","04:40:53","03:23:52"
"Thompson, Niall 1163","241","1345","1753","01:17:25","05:52:08","04:46:49"
"Hill, Warren 131","--","--","--","--:--:--","--:--:--","--:--:--"
"Bruhin, Silvan 2246","30","253","275","01:00:15","04:46:44","03:28:14"
"Smith, Karen 835","7","243","1375","01:05:56","05:18:55","04:29:10"
"Tikhonovich, Irina 1194","54","393","1716","01:26:42","05:54:24","04:30:52"
"Knuth, Günther Johannes 239","34","1543","2109","01:55:19","06:29:44","05:43:50"
"Bogdanov, Alexander 1957","139","673","730","01:06:13","04:53:39","03:51:32"
"Hanson, Matt 23","33","40","42","00:54:26","04:29:11","03:10:34"
"Fardell, Jane 1880","4","57","728","01:01:38","05:23:41","03:27:03"
"Ollier, Stephane 628","55","856","957","01:18:36","05:12:04","03:41:12"
"Bandholm, Gry 1200","21","214","1300","01:26:58","05:46:13","03:31:39"
"Kröll, Thomas 756","12","443","475","01:08:28","04:50:19","03:33:21"
"Wortelboer, Willehard 289","54","1506","2050","01:36:31","06:28:42","05:37:04"
"Kirkham, Dean 1046","56","506","541","01:10:14","05:00:46","03:27:07"
"Lindberg, Olof 1838","169","817","905","01:04:48","05:11:46","03:51:45"
"Burdett, Jim 730","23","632","681","01:14:09","05:07:04","03:25:54"
"Van Ranst, Gijs 1786","37","166","181","00:56:05","04:41:25","03:27:31"
"Kasten, Olaf 906","--","--","--","--:--:--","--:--:--","--:--:--"
"Haensel, Christina 851","29","414","1766","01:19:24","06:10:50","04:27:01"
"Caspary, Cirstin 1235","56","397","1728","01:16:42","05:51:06","04:43:45"
"West, Lesley 2212","14","76","818","01:10:49","05:15:27","03:33:41"
"Du Preez, Jappas 1762","61","267","289","01:03:54","04:48:22","03:21:04"
"Bennett, Rebecca 2184","58","346","1612","01:04:18","05:38:05","04:51:33"
"Nguy, Huuphoc 984","271","1564","2139","01:38:46","07:21:18","05:04:53"
"Heard, Sam 1110","255","1429","1915","01:18:41","05:51:42","05:28:22"
"Goodall, Elle 108","70","627","2262","01:13:51","07:39:03","06:55:30"
"Sanchez Albo, Amalia 2376","33","233","1343","00:58:49","05:45:23","04:06:53"
"Lopez, Sanchez 1831","63","282","304","01:06:55","04:50:03","03:19:49"
"Thursting, Wayne 795","159","1348","1757","01:10:22","04:47:26","06:04:22"
"Leske, Ray 501","104","1428","1914","01:21:06","06:22:27","04:59:00"
"Cooper, Graham 891","180","1019","1196","01:07:51","05:12:48","04:13:10"
"Ekström, Maria 1540","73","377","1679","01:30:31","05:55:08","04:19:42"
"Hauwert, Levi 1973","65","244","266","00:55:28","04:41:10","03:37:44"
"Peiretti, Javier 1312","62","425","457","01:01:26","04:50:36","03:37:38"
"Rocha, Flavia 1231","46","352","1622","01:04:58","05:49:52","04:36:00"
"Maurice, Clavel 25","19","19","19","00:47:43","04:19:01","03:08:42"
"Mullan, William 1741","221","1466","1969","01:27:02","06:08:05","05:35:44"
"Platel, Helen 1230","59","419","1777","01:34:30","05:54:25","04:30:28"
"Morin, Paul Edouard 670","86","1008","1173","01:09:50","05:39:23","03:43:39"
"Sanks, Derrek 677","141","1252","1584","01:26:07","05:44:51","04:16:16"
"Nowell, Susan 1627","93","525","2012","01:07:56","06:43:06","05:28:15"
"Alper, Jodi 376","40","633","2292","01:41:48","07:56:08","06:37:02"
"Bylund, Mattias 1390","211","1096","1322","01:04:12","05:43:25","03:57:31"
"Diaz, David 1719","113","476","509","01:03:48","04:48:20","03:42:50"
"Heneman, Guillaume 2110","29","117","128","00:53:38","04:32:11","03:29:32"
"Mcclain, Jim 226","44","1605","2210","01:47:46","06:54:21","06:21:56"
"Bullen, David 104","171","1410","1874","01:15:30","05:49:08","05:21:47"
"Corti, Marco 1960","70","264","286","01:06:11","04:38:03","03:31:28"
"Jordan, Zack 2253","83","888","1007","01:13:59","05:26:24","03:36:57"
"Robertson, Kevin 1509","22","182","200","01:04:39","04:53:19","03:07:36"
"Crawford, James 152","18","1593","2192","01:30:34","06:53:19","06:34:13"
"De Grooff, David 2290","4","63","68","00:53:14","04:42:46","03:10:49"
"zucht, marla 1217","49","360","1639","01:19:34","05:52:11","04:25:07"
"Anderson, Magnus 2064","94","358","387","01:01:15","04:38:18","03:46:35"
"White, Robin 1198","28","252","1393","01:01:41","05:44:46","04:08:05"
"Stormo, Lars Petter 1699","2","36","38","00:55:36","04:32:06","03:05:02"
"Derosso Teixeira, Andre 1812","76","334","362","01:05:41","04:57:10","03:17:13"
"Octave, Maryanne 1560","48","260","1414","01:16:58","05:24:57","04:16:28"
"Bischoff, Michael 1714","206","1168","1437","01:11:03","05:09:05","04:41:16"
"Hill, John 1825","173","835","931","01:14:44","05:05:37","03:47:50"
"Macnaughton, Peter 302","46","1421","1900","01:05:20","05:34:14","05:56:26"
"Martin, Francis 1985","55","226","248","01:07:02","04:31:31","03:32:51"
"Schinkel, Christian 1745","--","--","--","--:--:--","--:--:--","--:--:--"
"Van Meirhaeghe, Jef 2282","66","579","623","01:03:19","04:25:47","04:14:37"
"Hess, Beverly 382","--","--","--","--:--:--","--:--:--","--:--:--"
"Schnöring, Dirk 1857","90","381","411","01:06:31","05:00:26","03:19:36"
"Oldham, Rosie 2206","12","73","804","01:06:51","05:18:18","03:34:51"
"Bravo, Martin 1263","55","382","412","01:04:15","05:07:07","03:16:07"
"Shi, Lina 2210","66","475","1892","01:05:53","05:57:22","05:30:52"
"Cunnama, James 6","17","17","17","00:50:41","04:21:02","03:02:00"
"Mellinger, Todd 624","100","1066","1269","01:03:39","05:00:56","04:33:32"
"Kamiya, Taihei 2055","97","367","396","01:04:53","04:58:26","03:21:11"
"Sørensen, Carsten Demant 1318","10","122","133","00:53:04","04:40:35","03:24:41"
"Verhoeven, Elly 1253","19","200","1259","01:18:52","05:39:47","03:42:42"
"Hooper, Michael 498","75","1264","1605","01:05:47","05:33:28","04:47:54"
"Mccarron, Michael 1675","103","427","459","01:03:27","04:49:55","03:35:35"
"Legaria Menéndez, Ursula 2189","31","174","1189","01:08:11","05:29:53","03:55:49"
"Petersen-Bach, Jens 37","34","41","43","00:54:11","04:40:51","03:00:16"
"Daniels, Stuart 1094","170","965","1120","01:10:05","05:14:23","03:56:44"
"Mccrillis, Lisa 1938","--","--","--","--:--:--","--:--:--","--:--:--"
"Dorrill, Jeff 400","--","--","--","--:--:--","--:--:--","--:--:--"
"Lee, Kyu-Seon 1049","157","901","1028","01:18:39","05:11:12","03:48:27"
"Jovine, Alessandro 237","39","1573","2159","01:26:23","07:19:13","05:52:41"
"Figueiredo, Paulo 973","138","842","938","01:03:59","04:33:59","04:33:36"
"Bruelhart, Martin Daniel 456","85","1324","1717","01:22:01","06:19:10","04:04:53"
"Kaudela, Karl 328","13","1165","1432","01:42:34","05:15:11","04:02:50"
"Uji, Kimiko 1924","32","183","1210","01:06:00","05:53:13","03:38:44"
"Tichenor, Taylor 2426","26","473","1887","01:03:24","06:28:48","05:03:31"
"Caron, Martin 1266","190","970","1126","01:07:08","06:02:24","03:15:09"
"Johnsson, Dan 1300","197","1010","1177","01:13:24","05:02:27","04:15:59"
"Fisch, Michael 491","106","1439","1930","01:18:45","06:31:48","04:59:26"
"Mcmahon, Joshua 1986","116","502","537","00:59:40","04:51:28","03:45:24"
"Chrabot, Matt 49","43","116","127","00:47:58","04:50:46","03:19:32"
"Mcgregor, David 994","--","--","--","--:--:--","--:--:--","--:--:--"
"Ireland, Len 208","3","1259","1596","01:26:20","05:26:40","04:35:53"
"Becker, Phillip 880","48","473","506","01:05:41","04:41:27","03:49:06"
"Sokk, Harri 2086","84","325","351","00:59:24","04:36:50","03:45:00"
"Andresen, Julie Flakne 2366","19","149","1093","01:07:20","05:04:37","04:15:16"
"Proffit, Shannon 1892","45","232","1342","00:59:02","05:26:32","04:25:14"
"Gleeson, John 1346","186","958","1112","01:05:27","05:11:26","04:09:07"
"Chevrot, Denis 46","26","27","28","00:47:41","04:37:58","02:59:03"
"Lalli, Michael 2119","185","1542","2108","01:17:43","06:54:15","05:53:18"
"Clark, Chris 197","16","1440","1931","01:20:05","06:07:27","05:19:39"
"Anderson, Stuart 877","91","671","727","01:03:25","04:38:06","04:10:56"
"Harrington, James 1290","14","134","145","01:09:22","04:41:56","03:07:28"
"Hsieh, Shen-Yen 1974","85","326","352","00:51:28","04:38:48","03:48:15"
"Goossens, Tony 1766","42","188","206","01:09:15","04:42:30","03:15:44"
"Higgins, Mark 1824","110","464","497","00:55:35","04:40:54","03:56:05"
"Wheeler, Emma 872","37","438","1818","01:11:43","06:08:59","04:54:41"
"Smith, Kenneth 419","13","814","902","01:10:58","05:01:47","03:49:51"
"Shannon, Rob 1785","96","402","433","00:58:13","04:45:03","03:46:50"
"Bearden, Marcy 1612","95","537","2032","01:04:23","06:14:29","06:20:02"
"Vega, Alvaro 684","164","1382","1821","01:32:48","06:00:20","04:36:55"
"Lacerda, Carla 2428","2","61","744","01:03:31","05:09:26","03:41:58"
"Drake, Robert 2024","7","47","51","00:59:00","04:30:46","03:08:37"
"Munton, Deborah 389","27","553","2070","01:19:47","06:42:53","05:54:39"
"Trauger, Thomas 478","3","558","601","01:04:46","04:53:40","03:44:13"
"Evison, Jocie 1237","34","286","1479","01:01:11","05:45:03","04:21:24"
"Bastian, Kerstin 570","20","451","1845","01:19:43","06:17:33","04:40:14"
"Orton, Bob 630","31","708","774","01:03:29","05:06:55","03:47:29"
"Picard, Raynard 1684","80","344","373","01:08:11","04:53:03","03:19:59"
"Williams, David 1434","163","850","949","01:18:55","05:06:22","03:43:33"
"Tobar, Cintia 2196","53","316","1549","01:14:39","06:11:53","03:57:31"
"Evans, Randall 1280","252","1467","1970","01:20:35","05:28:55","06:18:46"
"Killam, Carly 2188","30","147","1087","01:04:52","05:11:48","04:08:45"
"Streetman, Dan 2463","142","1253","1587","01:20:25","05:07:23","05:00:11"
"Buchan, Peter 483","123","1607","2213","01:25:33","06:32:23","07:12:33"
"Lipowski, Marcin 1772","107","447","479","01:04:26","04:42:56","03:44:15"
"Österberg, Jacob 1310","169","875","988","01:04:58","05:08:53","04:02:07"
"Fasanelli, Daniel 696","15","485","518","01:01:38","05:06:02","03:26:42"
"Mcpeek-Bechtold, Nolan 2225","68","604","648","01:02:40","04:44:33","03:59:21"
"Hulse, George 133","7","1634","2259","01:53:38","07:21:24","06:20:38"
"Wisby, Amy 2361","14","112","985","01:09:35","05:24:43","03:40:56"
"Clarke, Will 33","42","73","79","00:50:39","04:22:21","03:35:16"
"Lemoenner, Yann 760","--","--","--","--:--:--","--:--:--","--:--:--"
"Criado Gamez, Juana 546","35","533","2028","01:24:04","07:06:00","05:03:51"
"Graff, Andre 2469","57","1196","1483","01:10:52","05:35:23","04:14:01"
"Graff, Jamie 2478","247","1389","1832","01:15:06","05:47:44","05:12:49"
"Cesar Pocas, Augusto 1143","216","1180","1460","01:11:52","05:11:54","04:39:19"
"PRANDINI, STEFANO 2084","154","837","933","01:01:33","05:03:25","04:02:13"
"Basel, Jörn 1755","35","152","165","01:03:07","04:44:03","03:13:46"
"Meyer, Justus 1845","158","711","778","01:15:28","05:03:05","03:38:16"
"Molenda, Charlotte 2357","51","496","1950","00:59:16","06:36:43","05:21:34"
"Wonke, Martin 2009","93","356","385","01:13:42","04:47:02","03:22:05"
"Wurf, Cameron 19","9","9","9","00:50:51","04:09:06","03:06:18"
"Philippe, Xavier 1313","135","715","784","01:07:07","04:41:12","04:07:29"
"Gibson, Martin 1105","252","1405","1865","01:22:21","06:01:55","04:58:16"
"Dudu, Andrei Dan 1763","68","292","315","01:03:53","04:54:45","03:18:14"
"Parent, Martin 2083","122","541","579","01:02:19","04:53:23","03:45:11"
"Memmo, Rodrigo 1987","111","458","491","01:08:25","04:55:32","03:28:19"
"Thiel, Dominik-Paul 1371","129","676","734","01:09:57","05:07:13","03:34:57"
"Starr, David 1864","150","691","754","01:25:50","04:47:38","03:39:57"
"Egger, Markus 1459","--","--","--","--:--:--","--:--:--","--:--:--"
"Sasaki, Miki 558","32","503","1968","01:22:56","06:39:39","05:05:33"
"North, Paula 256","17","618","2238","01:45:49","07:29:14","06:13:59"
"Glah, Ken 403","39","1097","1325","01:01:43","04:58:13","04:47:23"
"Marcilloux, Laurent 1983","48","203","221","01:05:04","04:40:43","03:23:38"
"Arai, Shinichiro 590","17","552","594","01:03:53","04:52:48","03:42:27"
"Rogan, Michael 1149","186","1036","1224","01:03:30","05:01:26","04:33:27"
"Sanderson, Jody 1150","117","785","868","01:11:07","04:56:45","03:56:54"
"Indraccolo, Gabriele 1296","35","250","272","00:58:08","04:50:37","03:24:08"
"Furu, Joanne 251","5","546","2053","01:38:17","07:14:30","04:49:36"
"Hatlevoll, Willy 281","12","1154","1413","01:36:01","05:17:15","04:06:05"
"Minogue, Josh 1989","50","208","226","00:49:47","04:52:13","03:27:45"
"Olcina, Guillermo 1309","31","215","235","01:00:28","04:43:02","03:27:53"
"Hayashimoto, Kae 2434","--","--","--","01:02:14","--:--:--","--:--:--"
"Corbin, Linsey 3018","10","10","107","00:58:24","04:48:29","03:07:15"
"Loder, Nikolaus 437","35","1069","1272","01:03:57","05:24:22","04:12:39"
"Blokland, Jan 426","--","--","--","01:03:42","04:30:37","--:--:--"
"Houbolt, Mary 259","3","521","2002","01:28:14","05:39:54","06:09:41"
"Laybourne, Gary 1836","130","551","592","01:00:27","04:49:37","03:47:57"
"Ljungcrantz, Jan David 762","65","927","1070","01:17:01","05:21:28","03:43:16"
"Layton, Scott 1409","76","483","516","01:04:50","04:52:30","03:38:11"
"Rodzevik, Terri 1894","28","163","1164","01:03:30","05:07:17","04:21:56"
"Henrique Manzini, Paulo 1292","87","523","560","01:04:10","04:49:40","03:46:09"
"Jung, Andreas 2075","59","231","253","00:54:10","04:53:11","03:26:37"
"Arthur, Megan 1611","50","278","1455","01:10:45","05:25:15","04:26:46"
"Blanco, Jordan 1172","52","375","1673","01:10:54","05:22:30","05:05:42"
"Wilson, Aaron 1752","172","834","929","01:14:23","05:04:35","03:48:39"
"Jauner, Marc Stefan 1044","67","562","605","01:03:40","04:35:02","04:02:46"
"Curling, Richard 2068","108","432","464","01:01:27","04:54:30","03:33:17"
"Wilson, Kristen 1571","55","299","1504","01:12:44","05:30:16","04:28:26"
"Sanches Neto, Miguel 1692","143","635","684","01:03:45","05:06:26","03:38:26"
"Hockley, Krystle 2151","8","58","732","01:05:48","05:08:10","03:39:34"
"Depuiset, Vincent 1396","167","864","969","01:18:43","05:18:01","03:36:28"
"Eichert, Carl 2220","92","1152","1409","00:59:15","05:34:17","04:16:21"
"Kawashima, Ryuichi 663","45","779","862","01:07:13","05:13:16","03:44:13"
"Huhn, Jerry 167","27","1649","2279","01:38:42","07:18:00","07:04:56"
"Robert, Philippe 634","51","816","904","01:22:35","05:04:49","03:40:34"
"Butterworth, Simon 160","4","1414","1886","01:21:58","05:50:23","05:21:32"
"Cuddeback, Jeff 308","2","709","775","00:56:49","04:59:24","04:01:14"
"Middleton, Jeff 769","183","1481","2001","01:27:09","06:18:24","05:27:59"
"Foely, Jacquelyn 1919","49","268","1433","00:55:31","05:42:53","04:22:25"
"Starykowicz, Andrew 30","40","71","77","00:49:34","04:12:18","03:44:48"
"Cruz, Carlos 967","137","840","936","00:55:01","04:43:02","04:33:42"
"Scherrer, Barbara 2195","2","34","526","01:02:23","04:55:07","03:39:01"
"Barbudi Herrera, Juan Antonio 1331","46","317","342","01:01:14","04:51:56","03:26:50"
"Kiso, Andreas 704","13","444","476","01:11:55","04:54:45","03:24:47"
"Schneider, Robin 2310","16","156","170","00:51:39","04:38:20","03:33:38"
"Robertson, Jodie 3024","20","20","231","01:05:45","04:58:21","03:06:34"
"Currie, Braden 10","5","5","5","00:49:28","04:17:17","02:53:38"
"Kienle, Sebastian 3","--","--","--","00:50:42","04:20:07","--:--:--"
"Randall, Joshua 1687","134","575","619","01:01:43","04:29:54","04:09:40"
"Woodward, Brian 1793","213","1331","1727","01:14:36","05:33:08","05:06:05"
"Boschian Romero, Alejandro Jose 1757","22","114","125","00:58:03","04:36:33","03:20:46"
"Lategan, Heinrich 1671","--","--","--","--:--:--","--:--:--","--:--:--"
"Borho, Sven 727","184","1489","2016","01:38:50","05:58:29","05:42:26"
"Zafirovski, Mike 249","25","1499","2043","01:22:28","06:41:19","05:37:04"
"Molinari, Giulio 50","20","20","20","00:47:51","04:18:38","03:10:07"
"Palmquist, Christine 861","68","624","2257","01:35:12","07:24:37","06:38:52"
"Parr, Kathleen 815","42","456","1855","01:12:54","06:19:24","04:46:04"
"Pfeffer, Thomas 1141","239","1332","1730","01:12:06","05:55:55","04:47:04"
"Stahn, Carsten 473","31","1043","1233","01:12:12","04:54:41","04:32:13"
"Aykroyd, Laura 1876","42","223","1318","01:14:46","05:26:20","04:06:34"
"Barnes, Jess 2438","8","206","1279","01:08:00","05:40:54","03:53:45"
"Vander Massen, Hélène 2197","44","249","1388","01:10:46","05:14:33","04:29:01"
"Van Rossum, Tom 1787","70","297","320","01:04:26","04:45:53","03:27:06"
"Viana, Carlos 422","87","1333","1733","01:11:29","05:59:49","04:37:46"
"Schneider, Xavier 939","21","314","339","01:08:15","04:55:30","03:15:09"
"Thompson, Wes 951","232","1267","1613","01:05:26","05:04:17","05:25:57"
"Amione, Andres 876","68","567","611","01:03:38","05:15:48","03:24:31"
"Porshed, Bo 339","66","1606","2211","02:01:53","06:44:22","06:18:52"
"Lafourcade, Amaury 2385","25","970","1126","00:56:32","04:51:11","04:42:31"
"Lovelock, Simon 1673","49","216","236","01:06:00","04:56:50","03:05:52"
"Schwab, Christian 1155","59","521","557","00:58:02","04:54:36","03:42:48"
"Kasurinen, Maria 2202","29","144","1072","01:06:20","05:27:27","03:49:53"
"Esefeld, Katrin 1878","2","44","610","01:07:58","05:05:08","03:31:16"
"Ekström, Fredrik 1277","47","322","348","01:06:15","04:43:41","03:29:58"
"Van Gulik, Tom 2060","158","880","996","01:01:56","05:13:10","04:01:01"
"Jakobsen, Allan 1476","86","522","559","00:59:10","04:49:23","03:48:45"
"Ronnle, Mikael 676","43","777","860","01:17:24","05:09:04","03:39:41"
"Collins, Matthew 1453","256","1500","2044","01:20:21","06:49:12","05:17:04"
"Osborn, Kristen 1913","62","370","1664","01:08:08","05:56:11","04:38:01"
"Eaton, Josh 1963","146","731","803","00:56:28","04:47:06","04:16:56"
"Arpke, Jörg 591","66","931","1076","01:07:17","05:14:59","03:58:34"
"Ridao, Richard 340","--","--","--","01:53:30","--:--:--","--:--:--"
"Pompay, Karen 1248","44","340","1602","01:11:29","06:00:39","04:16:07"
"Emge, Clay 1964","2","37","39","00:55:31","04:35:08","03:01:01"
"Morris, Steve 2229","43","353","382","00:53:46","04:55:48","03:32:11"
"Whaanga, Katrina 1216","42","328","1573","01:08:50","05:41:19","04:33:22"
"Takei, Rikako 559","36","535","2030","01:20:25","07:22:42","04:47:54"
"Cheetham, Susie 3005","26","27","355","00:58:19","04:50:39","03:34:05"
"Nobuka, Koji 173","21","1610","2217","01:54:33","07:32:23","05:40:47"
"Maya, Francisco 920","85","636","685","00:58:22","05:03:40","03:46:57"
"Rosingana Caballero, Oscar 1066","52","491","524","01:04:52","05:17:40","03:11:35"
"Aly, Sarah 1928","30","167","1176","01:13:55","05:23:38","03:53:52"
"Wilby, Colin 348","64","1582","2172","01:31:47","06:43:43","06:16:39"
"Weatherhead, Lee 1326","107","611","659","01:08:05","04:52:49","03:46:04"
"Schoch, Markus 1152","242","1351","1763","01:15:12","06:14:06","04:29:09"
"Bregenzer, Alexander 729","144","1276","1631","01:01:29","05:13:39","05:21:18"
"Ash, Jamie 2142","62","439","1819","01:04:28","06:05:25","05:05:09"
"Boettner, Angie 1929","71","545","2051","01:30:23","06:57:07","05:18:07"
"Giaconia, Mauro 1104","231","1256","1592","00:59:09","05:28:46","04:57:40"
"Della Maggiora, Eduardo 1653","9","65","70","00:57:54","04:36:08","03:10:30"
"Flachowsky, Stefan 1033","5","169","184","01:02:29","04:38:24","03:24:40"
"Roy, Samuel 2419","14","507","542","00:57:52","04:53:51","03:46:09"
"Austin, Drake 2286","97","1315","1700","01:19:21","06:15:11","04:10:01"
"Margot, Arnaud 1984","11","68","73","01:00:41","04:27:30","03:18:57"
"Tompkins, Scott 953","208","1129","1369","01:04:08","05:16:37","04:30:41"
"Tye, Graham 528","82","1301","1676","01:15:44","05:46:20","04:36:28"
"Hayes, Ann 267","13","609","2221","01:29:06","07:33:32","06:12:29"
"Hill, Stephen 981","205","1119","1356","01:10:37","05:20:22","04:16:09"
"Halusan, Brian 1041","110","760","838","00:58:47","04:58:07","04:05:14"
"Altayeb, Dina 2468","70","528","2017","01:37:41","06:44:04","04:59:53"
"Rotovnik Kozjek, Nada 580","46","592","2176","01:12:04","06:49:34","06:52:54"
"Bettencourt, Brenda 356","16","520","2000","01:19:02","06:28:13","05:34:38"
"Dieckmann, Lars 2477","237","1305","1683","01:37:46","05:20:11","04:46:05"
"Subb, Manuela 1634","35","186","1218","01:07:51","05:08:57","04:22:48"
"Morris, Pam 369","23","544","2042","01:42:48","06:29:36","05:26:43"
"Hunter, Mark 1664","155","702","767","01:06:26","05:11:44","03:39:14"
"Anderson, Stephen 1256","--","--","--","--:--:--","--:--:--","--:--:--"
"Jonsson, Peter 905","171","975","1131","01:04:53","04:48:28","04:34:04"
"Breault, Ted 882","28","359","388","01:01:22","04:58:06","03:20:58"
"Bruns, Jan 2099","--","--","--","00:53:21","04:45:05","--:--:--"
"Kuipers, Rudolf 705","49","809","896","01:08:44","04:57:10","04:01:15"
"Delort, Alexandre 1339","59","408","439","01:01:29","04:40:32","03:47:44"
"Chevrier, Sophie 1537","10","83","848","01:09:52","05:19:12","03:36:53"
"Björlin, Anders 725","132","1207","1509","01:30:03","05:20:02","04:15:29"
"Jara, Vicente 986","39","436","468","01:01:02","04:51:44","03:37:37"
"Hepworth, Margaret 536","5","310","1529","01:08:34","05:40:52","04:25:44"
"Bethke, Jordan 2098","141","686","747","00:56:48","04:46:42","04:12:14"
"Vigariu, Mihai 2007","77","292","315","00:59:04","04:42:49","03:36:16"
"Flinta, Martin 1034","22","318","343","00:59:22","04:45:45","03:34:33"
"Goetz, Thomas 900","29","368","397","01:06:19","04:49:23","03:25:30"
"Herbold, Andrea 549","7","339","1601","01:21:12","05:59:18","04:10:15"
"Pirek, Mariusz 1996","103","399","430","01:02:00","04:36:05","03:51:54"
"Prasetyo, Inge 1914","37","205","1276","01:04:33","05:42:51","03:53:00"
"Veldeman, Stijn 1375","8","109","119","01:00:45","04:46:14","03:07:48"
"Danek, Bartek 893","191","1053","1247","01:09:19","05:36:53","03:54:38"
